DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
tau+ 0 1.78 123.159 -45 78 84 tau- 0 1.78 125.512 50 -109 -37
W+ 1 80.4 129.781 -23 65 75 W- 1 80.4 108.762 -10 -9 -72
b_quark 0 4.18 193.718 130 -103 100 b_quark 0 4.18 152.936 -30 106 -106
W+ 1 80.4 116.427 -41 -51 -53 W- 1 80.4 154.846 5 132 -8
b_quark 0 4.18 56.802 -56 -8 -3 b_quark 0 4.18 54.2446 37 20 -34
b_quark 0 4.18 116.921 41 -34 104 b_quark 0 4.18 146.46 21 16 -144
b_quark 0 4.18 172.492 106 -128 46 b_quark 0 4.18 241.685 -188 143 -51
tau+ 0 1.78 138.084 -116 -62 -42 tau- 0 1.78 153.392 110 95 49
W+ 1 80.4 213.654 120 -72 140 W- 1 80.4 258.788 -103 -13 -223
b_quark 0 4.18 96.1846 37 11 88 b_quark 0 4.18 53.6514 -38 24 -29
b_quark 0 4.18 114.575 43 -106 5 b_quark 0 4.18 123.124 54 45 -101
b_quark 0 4.18 147.521 -64 132 -15 b_quark 0 4.18 53.8839 17 -49 -14
b_quark 0 4.18 123.379 90 63 56 b_quark 0 4.18 136.867 -45 -7 -129
tau+ 0 1.78 151.473 144 21 -42 tau- 0 1.78 195.28 -77 -111 141
W+ 1 80.4 98.2759 3 7 56 W- 1 80.4 159.418 -95 -30 -95
b_quark 0 4.18 67.7235 4 -8 67 b_quark 0 4.18 93.0939 52 77 4
b_quark 0 4.18 207.315 140 -141 -59 b_quark 0 4.18 69.8317 -45 47 25
W+ 1 80.4 162.973 120 -64 -40 W- 1 80.4 118.887 -54 65 23
W+ 1 80.4 211.005 -103 141 87 W- 1 80.4 254.02 67 -143 -182
W+ 1 80.4 133.989 12 44 97 W- 1 80.4 135.359 88 33 -55
b_quark 0 4.18 118.078 -95 56 -42 b_quark 0 4.18 196.846 169 -93 39
b_quark 0 4.18 97.9105 -17 72 -64 b_quark 0 4.18 224.837 -37 -166 147
b_quark 0 4.18 116.544 75 62 64 b_quark 0 4.18 183.212 -140 -118 5
b_quark 0 4.18 176.798 144 -30 98 b_quark 0 4.18 247.676 -169 2 -181
b_quark 0 4.18 154.42 -32 -30 148 b_quark 0 4.18 157.288 -45 109 -104
b_quark 0 4.18 104.554 95 17 40 b_quark 0 4.18 133.505 -34 -3 -129
tau+ 0 1.78 176.403 -69 -73 145 tau- 0 1.78 198.112 75 142 -116
b_quark 0 4.18 58.7067 -52 25 -10 b_quark 0 4.18 68.5016 65 15 15
b_quark 0 4.18 103.723 87 -6 56 b_quark 0 4.18 204.696 -187 -83 5
b_quark 0 4.18 130.685 -92 26 89 b_quark 0 4.18 176.021 91 -106 -107
W+ 1 80.4 210.31 -79 -122 129 W- 1 80.4 241.218 25 189 -124
b_quark 0 4.18 213.781 -114 -145 -108 b_quark 0 4.18 245.058 116 188 106
b_quark 0 4.18 95.5169 -51 24 -77 b_quark 0 4.18 182.941 55 29 172
b_quark 0 4.18 195.779 138 -112 82 b_quark 0 4.18 302.037 -235 140 -128
b_quark 0 4.18 107.529 48 96 5 b_quark 0 4.18 138.071 19 -134 27
W+ 1 80.4 199.948 35 -131 -123 W- 1 80.4 152.69 16 95 87
W+ 1 80.4 204.238 118 -146 3 W- 1 80.4 144.462 -78 64 -65
b_quark 0 4.18 118.036 33 -99 -55 b_quark 0 4.18 192.032 -87 97 141
W+ 1 80.4 174.729 -109 -37 104 W- 1 80.4 154.733 14 -11 -131
W+ 1 80.4 186.486 96 -44 131 W- 1 80.4 257.342 -134 78 -189
W+ 1 80.4 157.937 -76 100 -52 W- 1 80.4 189.803 10 -135 106
b_quark 0 4.18 153.057 28 -92 -119 b_quark 0 4.18 205.471 35 160 124
b_quark 0 4.18 54.2814 45 30 -2 b_quark 0 4.18 136.581 12 -123 -58
W+ 1 80.4 211.993 -101 -76 -150 W- 1 80.4 159.038 10 60 123
tau+ 0 1.78 166.001 12 -128 105 tau- 0 1.78 136.913 -70 111 -39
b_quark 0 4.18 133.25 128 27 -25 b_quark 0 4.18 236.382 -191 -127 57
Z 1 91.2 217.31 131 -36 143 Z 1 91.2 190.077 -124 94 -60
b_quark 0 4.18 177.188 -101 -141 36 b_quark 0 4.18 171.571 3 167 39
b_quark 0 4.18 205.208 -96 141 114 b_quark 0 4.18 306.213 182 -159 -188
b_quark 0 4.18 134.475 -29 -100 85 b_quark 0 4.18 206.346 102 54 -171
b_quark 0 4.18 148.551 143 1 -40 b_quark 0 4.18 108.589 -83 58 -39
b_quark 0 4.18 142.613 -118 -54 59 b_quark 0 4.18 222.707 179 34 -128
Z 1 91.2 172.995 145 -21 -12 Z 1 91.2 275.506 -229 96 77
W+ 1 80.4 138.86 -65 63 -68 W- 1 80.4 138.326 59 -33 90
W+ 1 80.4 115.694 -64 52 -11 W- 1 80.4 161.651 129 25 49
b_quark 0 4.18 188.646 -109 -100 117 b_quark 0 4.18 250.303 197 140 -65
b_quark 0 4.18 71.0596 -54 -46 0 b_quark 0 4.18 26.7296 -6 6 25
b_quark 0 4.18 131.968 55 -63 102 b_quark 0 4.18 84.0564 -42 72 -10
b_quark 0 4.18 72.2182 71 -6 11 b_quark 0 4.18 165.467 -140 79 -39
b_quark 0 4.18 160.619 -103 -66 -104 b_quark 0 4.18 230.331 183 -15 139
b_quark 0 4.18 113.853 104 -40 -23 b_quark 0 4.18 98.191 -98 4 2
b_quark 0 4.18 162.193 52 -113 -104 b_quark 0 4.18 120.762 -79 66 63
W+ 1 80.4 186.992 -25 -106 -129 W- 1 80.4 221.31 -63 148 129
b_quark 0 4.18 172.576 79 -150 32 b_quark 0 4.18 232.214 -131 189 32
tau+ 0 1.78 205.915 127 -138 -85 tau- 0 1.78 261.739 -226 132 2
b_quark 0 4.18 191.485 132 27 136 b_quark 0 4.18 199.272 -190 26 -54
b_quark 0 4.18 149.487 -46 38 137 b_quark 0 4.18 161.439 101 -38 -120
b_quark 0 4.18 182.257 20 124 -132 b_quark 0 4.18 160.42 -52 -63 138
W+ 1 80.4 181.31 17 122 106 W- 1 80.4 279.991 -17 -179 -199
b_quark 0 4.18 174.237 79 122 -96 b_quark 0 4.18 163.443 -110 -114 40
b_quark 0 4.18 175.509 -4 -107 -139 b_quark 0 4.18 212.1 -38 33 206
b_quark 0 4.18 201.371 143 -22 -140 b_quark 0 4.18 196.488 -105 51 158
b_quark 0 4.18 132.565 -46 8 124 b_quark 0 4.18 103.221 -46 -36 -85
W+ 1 80.4 213.512 109 -139 -89 W- 1 80.4 182.237 -69 148 -9
b_quark 0 4.18 150.504 72 -53 -121 b_quark 0 4.18 200.927 -132 -27 149
b_quark 0 4.18 132.659 92 66 69 b_quark 0 4.18 183.04 -115 -106 -95
W+ 1 80.4 217.046 134 -105 -108 W- 1 80.4 306.004 -227 26 187
b_quark 0 4.18 169.81 39 -144 81 b_quark 0 4.18 234.731 44 219 -72
b_quark 0 4.18 190.451 -142 -117 49 b_quark 0 4.18 304.047 175 199 -149
W+ 1 80.4 140.759 54 97 -32 W- 1 80.4 238.154 46 -176 131
b_quark 0 4.18 154.128 -80 -123 -47 b_quark 0 4.18 111.074 60 64 68
b_quark 0 4.18 65.9354 1 -60 -27 b_quark 0 4.18 89.8636 80 -37 -17
W+ 1 80.4 221.425 150 36 -137 W- 1 80.4 230.348 -64 50 200
b_quark 0 4.18 157.212 -145 37 48 b_quark 0 4.18 187.343 158 -96 -30
b_quark 0 4.18 108.473 -36 102 -7 b_quark 0 4.18 124.127 -11 -113 -50
b_quark 0 4.18 117.841 -50 37 100 b_quark 0 4.18 116.548 31 34 -107
Z 1 91.2 161.023 -31 39 123 Z 1 91.2 171.576 72 36 -121
b_quark 0 4.18 135.22 -17 -127 43 b_quark 0 4.18 188.113 36 172 -67
W+ 1 80.4 187.47 104 96 93 W- 1 80.4 106.8 -54 -1 -45
b_quark 0 4.18 133.55 121 51 -24 b_quark 0 4.18 205.95 -202 -15 37
W+ 1 80.4 158.664 -30 71 113 W- 1 80.4 228.484 -2 -109 -184
b_quark 0 4.18 107.24 13 105 -17 b_quark 0 4.18 203.292 -90 -171 63
W+ 1 80.4 195.502 -133 -118 -12 W- 1 80.4 266.43 209 142 26
b_quark 0 4.18 201.053 144 138 -25 b_quark 0 4.18 229.918 -187 -110 76
b_quark 0 4.18 194.549 120 134 74 b_quark 0 4.18 221.331 -147 -156 -55
b_quark 0 4.18 197.837 -63 128 -137 b_quark 0 4.18 245.918 39 -179 164
W+ 1 80.4 105.367 -67 -7 10 W- 1 80.4 166.136 127 -52 -48
tau+ 0 1.78 195.336 138 -130 -47 tau- 0 1.78 165.249 -48 90 130
W+ 1 80.4 142.917 -100 44 45 W- 1 80.4 219.374 165 -120 6
b_quark 0 4.18 108.201 73 -40 -69 b_quark 0 4.18 179.096 -76 19 161
tau+ 0 1.78 99.6352 58 -44 68 tau- 0 1.78 44.5215 27 -35 -5
W+ 1 80.4 184.654 98 -110 -77 W- 1 80.4 174.943 -109 38 104
W+ 1 80.4 118.584 -22 15 -83 W- 1 80.4 173.335 60 -90 109
b_quark 0 4.18 40.5767 -20 -2 35 b_quark 0 4.18 129.273 83 93 -34
b_quark 0 4.18 178.892 -106 110 93 b_quark 0 4.18 139.594 107 -78 -44
b_quark 0 4.18 122.321 10 43 114 b_quark 0 4.18 65.9278 27 36 -48
b_quark 0 4.18 220.994 -89 142 144 b_quark 0 4.18 271.047 82 -239 -98
tau+ 0 1.78 147.886 -53 -133 -37 tau- 0 1.78 224.78 47 217 -35
b_quark 0 4.18 139.242 -83 79 -79 b_quark 0 4.18 178.195 66 -164 22
b_quark 0 4.18 175.757 110 -137 2 b_quark 0 4.18 188.538 -172 56 -53
tau+ 0 1.78 49.5295 -41 25 -12 tau- 0 1.78 58.7552 50 -25 18
b_quark 0 4.18 169.007 59 -141 72 b_quark 0 4.18 239.087 -137 174 -90
b_quark 0 4.18 102.599 -8 82 -61 b_quark 0 4.18 113.835 -29 -110 0
b_quark 0 4.18 119.844 -6 70 97 b_quark 0 4.18 115.076 34 -90 -63
b_quark 0 4.18 67.2865 10 21 -63 b_quark 0 4.18 93.4049 45 -81 11
b_quark 0 4.18 111.841 93 -61 11 b_quark 0 4.18 172.955 -114 126 32
W+ 1 80.4 212.09 147 -45 122 W- 1 80.4 212.812 -120 112 -109
b_quark 0 4.18 148.292 39 96 -106 b_quark 0 4.18 173.033 -129 -111 31
W+ 1 80.4 155.039 49 -66 -104 W- 1 80.4 139.668 -111 19 19
b_quark 0 4.18 166.816 -41 127 100 b_quark 0 4.18 177.529 113 -71 -117
b_quark 0 4.18 140.241 7 1 -140 b_quark 0 4.18 144.022 81 -50 108
b_quark 0 4.18 100.012 -42 90 -11 b_quark 0 4.18 164.68 62 -137 67
b_quark 0 4.18 156.654 9 -121 99 b_quark 0 4.18 201.093 22 39 -196
b_quark 0 4.18 177.92 82 -85 -133 b_quark 0 4.18 161.513 -84 97 98
b_quark 0 4.18 200.496 -84 -110 -145 b_quark 0 4.18 88.8114 9 30 83
W+ 1 80.4 201.606 87 124 -106 W- 1 80.4 333.63 -165 -198 196
b_quark 0 4.18 182.851 -12 -108 147 b_quark 0 4.18 197.845 -22 180 -79
W+ 1 80.4 180.79 66 -147 -16 W- 1 80.4 216.938 -95 162 -73
W+ 1 80.4 191.144 142 38 -92 W- 1 80.4 208.053 -43 2 187
b_quark 0 4.18 184.704 125 28 -133 b_quark 0 4.18 192.165 -98 9 165
b_quark 0 4.18 113.505 9 4 113 b_quark 0 4.18 195.07 35 87 -171
Z 1 91.2 202.419 -108 144 16 Z 1 91.2 212.23 128 -138 36
b_quark 0 4.18 214.561 -135 -95 -137 b_quark 0 4.18 262.264 48 106 235
b_quark 0 4.18 195.273 -89 113 -132 b_quark 0 4.18 153.849 52 -28 142
b_quark 0 4.18 57.7449 41 -6 40 b_quark 0 4.18 106.581 -9 -5 -106
b_quark 0 4.18 134.783 63 -104 -58 b_quark 0 4.18 190.07 3 190 0
W+ 1 80.4 147.092 4 -90 84 W- 1 80.4 152.974 42 17 -122
tau+ 0 1.78 199.319 150 -76 107 tau- 0 1.78 230.556 -124 96 -169
tau+ 0 1.78 194.297 -144 -106 -76 tau- 0 1.78 225.404 148 136 102
b_quark 0 4.18 169.739 -77 97 -116 b_quark 0 4.18 157.84 48 -136 64
W+ 1 80.4 123.463 -63 -63 29 W- 1 80.4 183.164 155 36 -42
W+ 1 80.4 189.212 73 -142 62 W- 1 80.4 276.957 -112 239 -24
b_quark 0 4.18 217.25 -150 82 -134 b_quark 0 4.18 202.394 164 -55 105
b_quark 0 4.18 180.351 116 3 -138 b_quark 0 4.18 138.005 -72 -100 62
b_quark 0 4.18 123.82 -47 72 89 b_quark 0 4.18 251.467 44 -171 -179
b_quark 0 4.18 133.49 35 -121 -44 b_quark 0 4.18 167.903 -79 147 18
b_quark 0 4.18 116.651 -25 79 -82 b_quark 0 4.18 192.846 86 -124 120
b_quark 0 4.18 219.658 -126 -120 134 b_quark 0 4.18 159.545 140 61 -46
b_quark 0 4.18 137.137 -38 128 31 b_quark 0 4.18 275.823 136 -206 -123
b_quark 0 4.18 102.579 -35 -96 8 b_quark 0 4.18 118.585 98 29 -60
b_quark 0 4.18 174.277 113 105 -81 b_quark 0 4.18 237.17 -42 -168 162
b_quark 0 4.18 100.511 -10 -39 92 b_quark 0 4.18 105.42 44 94 -18
b_quark 0 4.18 145.707 61 -46 124 b_quark 0 4.18 175.876 -155 1 -83
b_quark 0 4.18 62.5178 -41 37 29 b_quark 0 4.18 108.846 75 11 -78
b_quark 0 4.18 145.806 -73 -28 123 b_quark 0 4.18 103.627 -23 -56 -84
b_quark 0 4.18 94.9235 -6 -74 59 b_quark 0 4.18 137.675 71 30 -114
b_quark 0 4.18 154.876 94 -2 -123 b_quark 0 4.18 239.615 -194 -51 131
b_quark 0 4.18 153.953 128 -24 82 b_quark 0 4.18 220.956 -212 34 -52
b_quark 0 4.18 164.129 144 59 52 b_quark 0 4.18 128.037 -44 38 -114
b_quark 0 4.18 176.452 39 -91 -146 b_quark 0 4.18 202.305 -5 121 162
b_quark 0 4.18 229.868 135 -134 -129 b_quark 0 4.18 198.107 -77 132 126
b_quark 0 4.18 228.857 -149 131 114 b_quark 0 4.18 154.151 100 -116 -17
W+ 1 80.4 190.749 -101 114 -82 W- 1 80.4 165.231 136 -46 15
b_quark 0 4.18 101.476 6 -88 -50 b_quark 0 4.18 89.8636 40 77 -23
b_quark 0 4.18 180.44 77 -124 106 b_quark 0 4.18 172.225 -94 102 -102
b_quark 0 4.18 117.096 21 -62 -97 b_quark 0 4.18 172.03 -112 112 67
W+ 1 80.4 132.537 15 -101 -26 W- 1 80.4 158.484 -66 29 116
b_quark 0 4.18 198.785 -149 56 -119 b_quark 0 4.18 213.229 192 -88 29
b_quark 0 4.18 158.942 -101 -50 -112 b_quark 0 4.18 161.665 135 18 87
tau+ 0 1.78 103.049 -58 -14 -84 tau- 0 1.78 92.218 -6 73 56
b_quark 0 4.18 155.237 95 -116 40 b_quark 0 4.18 191.746 -43 174 -68
W+ 1 80.4 147.34 -35 72 94 W- 1 80.4 147.72 -37 -38 -112
b_quark 0 4.18 166.143 39 73 144 b_quark 0 4.18 249.075 -30 -164 -185
b_quark 0 4.18 150.471 -108 12 -104 b_quark 0 4.18 191.85 52 49 178
b_quark 0 4.18 163.351 64 147 -31 b_quark 0 4.18 145.621 -68 -70 108
b_quark 0 4.18 167.244 -124 16 111 b_quark 0 4.18 201.949 119 82 -141
W+ 1 80.4 109.81 33 56 -37 W- 1 80.4 111.737 -60 39 -30
b_quark 0 4.18 160.267 60 108 -102 b_quark 0 4.18 148.851 -119 -83 33
b_quark 0 4.18 234.443 135 136 -135 b_quark 0 4.18 265.487 -148 -171 139
W+ 1 80.4 196.176 -86 -145 60 W- 1 80.4 133.496 75 74 16
b_quark 0 4.18 60.5844 52 30 7 b_quark 0 4.18 69.444 39 28 -50
b_quark 0 4.18 171.603 110 -97 -89 b_quark 0 4.18 283.712 -149 193 145
b_quark 0 4.18 209.07 108 -130 -123 b_quark 0 4.18 248.402 -166 167 79
W+ 1 80.4 134.139 17 -62 86 W- 1 80.4 121.104 53 73 8
W+ 1 80.4 174.153 137 70 14 W- 1 80.4 142.032 -74 -77 -48
b_quark 0 4.18 119.48 13 20 -117 b_quark 0 4.18 87.0372 85 -3 18
b_quark 0 4.18 108.095 55 91 -19 b_quark 0 4.18 117.488 -68 -81 51
b_quark 0 4.18 164.376 24 -149 65 b_quark 0 4.18 112.403 15 106 34
b_quark 0 4.18 64.3931 58 21 -18 b_quark 0 4.18 161.529 -132 -55 -75
b_quark 0 4.18 119.647 4 -119 -11 b_quark 0 4.18 131.733 -94 60 70
b_quark 0 4.18 185.026 -133 -12 -128 b_quark 0 4.18 97.6037 46 -72 47
b_quark 0 4.18 203.879 -141 -118 88 b_quark 0 4.18 236.285 128 198 -15
W+ 1 80.4 149.954 97 23 -78 W- 1 80.4 212.671 -174 -40 83
b_quark 0 4.18 202.303 -138 147 -16 b_quark 0 4.18 150.248 70 -109 -76
b_quark 0 4.18 145.064 -141 -19 28 b_quark 0 4.18 119.283 87 -81 9
b_quark 0 4.18 155.905 113 48 96 b_quark 0 4.18 178.321 -166 -39 -52
b_quark 0 4.18 136.892 -112 -47 63 b_quark 0 4.18 142.669 112 7 -88
b_quark 0 4.18 178.321 -68 -114 119 b_quark 0 4.18 201.088 145 137 -25
b_quark 0 4.18 156.216 -32 59 -141 b_quark 0 4.18 244.271 79 -7 231
b_quark 0 4.18 156.011 137 -48 57 b_quark 0 4.18 114.4 -95 -51 -38
b_quark 0 4.18 137.049 -130 -32 29 b_quark 0 4.18 84.0147 46 5 70
b_quark 0 4.18 141.991 108 92 -4 b_quark 0 4.18 235.352 -164 -154 -69
b_quark 0 4.18 166.921 40 -118 111 b_quark 0 4.18 172.761 2 148 -89
b_quark 0 4.18 135.582 -60 -118 29 b_quark 0 4.18 79.344 31 49 54
b_quark 0 4.18 142.56 21 124 -67 b_quark 0 4.18 243.784 -78 -223 60
W+ 1 80.4 140.688 -28 -1 112 W- 1 80.4 161.159 -54 76 -104
b_quark 0 4.18 209.522 -113 -132 117 b_quark 0 4.18 210.816 141 64 -143
b_quark 0 4.18 109.797 51 34 91 b_quark 0 4.18 28.0441 -6 -27 2
W+ 1 80.4 242.941 -110 -134 150 W- 1 80.4 255.838 152 62 -179
b_quark 0 4.18 197.908 -7 -149 130 b_quark 0 4.18 341.863 79 244 -226
b_quark 0 4.18 148.278 -33 144 -12 b_quark 0 4.18 210.989 -65 -193 -55
W+ 1 80.4 215.78 -126 -70 -139 W- 1 80.4 236.952 36 119 185
b_quark 0 4.18 48.7798 25 -36 -21 b_quark 0 4.18 108.846 66 57 65
b_quark 0 4.18 178.302 -47 -126 117 b_quark 0 4.18 212.888 132 94 -138
b_quark 0 4.18 103.868 -69 9 -77 b_quark 0 4.18 110.628 12 -14 109
b_quark 0 4.18 174.062 -6 -150 -88 b_quark 0 4.18 222.887 -69 176 118
b_quark 0 4.18 223.055 94 142 144 b_quark 0 4.18 193.924 -17 -102 -164
b_quark 0 4.18 131.402 108 31 -68 b_quark 0 4.18 158.058 -40 -82 129
b_quark 0 4.18 94.2044 -71 54 30 b_quark 0 4.18 177.013 140 -96 -50
b_quark 0 4.18 166.588 -123 106 -37 b_quark 0 4.18 193.901 122 -150 -14
b_quark 0 4.18 180.454 -80 89 135 b_quark 0 4.18 267.521 47 -130 -229
b_quark 0 4.18 124.589 -4 -120 33 b_quark 0 4.18 225.188 54 180 -124
b_quark 0 4.18 142.655 108 -38 -85 b_quark 0 4.18 206.83 -176 108 11
b_quark 0 4.18 148.359 59 -56 -124 b_quark 0 4.18 159.291 -14 118 106
b_quark 0 4.18 182.701 -39 -145 104 b_quark 0 4.18 199.716 53 162 -104
W+ 1 80.4 152.559 12 -5 -129 W- 1 80.4 158.099 41 79 103
W+ 1 80.4 168.319 -19 -91 -115 W- 1 80.4 151.5 32 110 58
b_quark 0 4.18 151.893 -113 -77 -66 b_quark 0 4.18 208.901 207 22 -17
W+ 1 80.4 142.843 -88 -70 -36 W- 1 80.4 213.003 128 101 111
W+ 1 80.4 185.791 19 -147 78 W- 1 80.4 270.032 -98 232 -55
W+ 1 80.4 211.786 119 138 72 W- 1 80.4 109.111 -34 -62 21
b_quark 0 4.18 104.754 98 -14 -34 b_quark 0 4.18 90.6337 -68 57 18
b_quark 0 4.18 121.287 -92 30 73 b_quark 0 4.18 125.07 21 -120 -28
b_quark 0 4.18 194.593 -93 92 144 b_quark 0 4.18 182.215 65 -68 -156
b_quark 0 4.18 127.261 69 56 91 b_quark 0 4.18 142.392 19 -139 -24
b_quark 0 4.18 94.48 -78 35 40 b_quark 0 4.18 92.0623 77 -15 48
b_quark 0 4.18 153.488 -86 104 -73 b_quark 0 4.18 228.067 108 -102 173
b_quark 0 4.18 155.189 -61 92 -109 b_quark 0 4.18 213.503 66 -121 163
b_quark 0 4.18 216.634 122 -130 -123 b_quark 0 4.18 83.5851 -62 50 25
b_quark 0 4.18 183.266 -4 127 -132 b_quark 0 4.18 220.77 -23 -57 212
b_quark 0 4.18 151.005 -133 -14 -70 b_quark 0 4.18 238.284 195 64 121
b_quark 0 4.18 58.5104 -7 54 21 b_quark 0 4.18 147.521 64 -120 -57
b_quark 0 4.18 92.3172 -50 -73 26 b_quark 0 4.18 182.586 -40 162 74
b_quark 0 4.18 95.2443 -2 61 73 b_quark 0 4.18 176.314 -98 -144 -27
b_quark 0 4.18 151.352 109 -40 97 b_quark 0 4.18 195.59 -127 85 -122
b_quark 0 4.18 216.976 90 -144 135 b_quark 0 4.18 306.954 -171 171 -189
b_quark 0 4.18 158.308 62 -136 52 b_quark 0 4.18 258.348 -126 225 15
b_quark 0 4.18 208.534 149 132 -62 b_quark 0 4.18 178.403 -159 -65 48
W+ 1 80.4 238.749 147 -112 128 W- 1 80.4 269.839 -197 126 -108
b_quark 0 4.18 160.722 -118 -21 -107 b_quark 0 4.18 135.615 62 47 111
W+ 1 80.4 164.418 -52 -96 93 W- 1 80.4 259.373 140 187 -79
b_quark 0 4.18 151.471 -49 19 -142 b_quark 0 4.18 179.509 114 -99 97
b_quark 0 4.18 106.068 54 -6 91 b_quark 0 4.18 90.1969 26 -49 -71
b_quark 0 4.18 166.227 139 -47 78 b_quark 0 4.18 105.33 -86 60 -9
W+ 1 80.4 198.48 79 92 -135 W- 1 80.4 150.367 -97 -31 76
b_quark 0 4.18 158.731 72 85 113 b_quark 0 4.18 272.399 -142 -142 -184
Z 1 91.2 199.706 -131 120 2 Z 1 91.2 275.175 230 -70 98
b_quark 0 4.18 173.238 148 -79 43 b_quark 0 4.18 225.236 -207 88 11
Z 1 91.2 147.433 37 55 -95 Z 1 91.2 142.725 -71 -64 54
b_quark 0 4.18 152.851 128 -59 -59 b_quark 0 4.18 93.0509 -89 -24 12
b_quark 0 4.18 171.614 88 -81 -123 b_quark 0 4.18 142.785 -44 95 97
b_quark 0 4.18 58.305 -21 -21 -50 b_quark 0 4.18 63.9646 23 -59 8
W+ 1 80.4 227.467 -99 -140 -126 W- 1 80.4 291.373 177 127 176
Z 1 91.2 235.471 75 -148 -140 Z 1 91.2 242.236 -10 190 119
b_quark 0 4.18 204.527 75 150 117 b_quark 0 4.18 251.514 -43 -228 -97
b_quark 0 4.18 164.397 -107 -82 -94 b_quark 0 4.18 188.089 68 100 144
b_quark 0 4.18 180.877 -41 97 147 b_quark 0 4.18 273.539 45 -141 -230
b_quark 0 4.18 178.13 95 148 -28 b_quark 0 4.18 291.253 -159 -223 99
b_quark 0 4.18 160.36 -16 -131 91 b_quark 0 4.18 217.712 113 84 -166
b_quark 0 4.18 184.476 122 19 137 b_quark 0 4.18 208.601 -164 35 -124
b_quark 0 4.18 145.597 -56 -66 -117 b_quark 0 4.18 230.674 -4 149 176
tau+ 0 1.78 71.1981 -7 61 36 tau- 0 1.78 61.6455 -24 14 -55
tau+ 0 1.78 73.2405 20 55 -44 tau- 0 1.78 122.667 -38 -100 60
b_quark 0 4.18 172.283 -100 -140 -8 b_quark 0 4.18 234.53 127 197 -7
b_quark 0 4.18 181.564 -86 84 -136 b_quark 0 4.18 187.679 66 -131 117
W+ 1 80.4 167.914 21 109 97 W- 1 80.4 276.767 38 -196 -174
W+ 1 80.4 193.438 -125 -100 -73 W- 1 80.4 162.589 81 33 111
W+ 1 80.4 157.179 -122 -54 -21 W- 1 80.4 232.065 205 71 18
b_quark 0 4.18 189.938 113 149 33 b_quark 0 4.18 230.179 -23 -206 -100
b_quark 0 4.18 55.3938 19 -17 49 b_quark 0 4.18 166.299 50 107 -117
W+ 1 80.4 205.806 -38 -148 112 W- 1 80.4 148.739 3 103 -71
b_quark 0 4.18 108.547 46 80 57 b_quark 0 4.18 49.6737 33 -20 -31
W+ 1 80.4 154.305 -1 52 -121 W- 1 80.4 272.562 36 -133 221
b_quark 0 4.18 174.231 -147 -63 -69 b_quark 0 4.18 215.403 146 156 27
b_quark 0 4.18 154.365 -53 -41 -139 b_quark 0 4.18 162.082 59 86 124
W+ 1 80.4 251.345 129 145 -138 W- 1 80.4 300.27 -192 -203 75
Z 1 91.2 206.268 -146 -103 48 Z 1 91.2 151.748 87 79 30
b_quark 0 4.18 71.2353 47 12 -52 b_quark 0 4.18 156.577 -143 -63 9
b_quark 0 4.18 142.135 -120 69 -32 b_quark 0 4.18 76.8015 21 -48 56
b_quark 0 4.18 160.12 9 -114 -112 b_quark 0 4.18 199.663 80 42 178
b_quark 0 4.18 146.951 -81 110 54 b_quark 0 4.18 42.6787 34 -18 18
b_quark 0 4.18 88.7889 -85 25 4 b_quark 0 4.18 134.073 119 46 -41
b_quark 0 4.18 199.596 -115 -90 136 b_quark 0 4.18 266.557 57 131 -225
W+ 1 80.4 99.7655 -20 -8 55 W- 1 80.4 129.531 -52 -41 -77
W+ 1 80.4 112.362 60 -25 -44 W- 1 80.4 151.272 -47 119 -7
Z 1 91.2 204.557 -62 -99 141 Z 1 91.2 229.994 106 160 -88
b_quark 0 4.18 159.811 72 -87 113 b_quark 0 4.18 241.022 -149 152 -113
b_quark 0 4.18 124.497 -21 71 100 b_quark 0 4.18 179.038 113 -112 -82
b_quark 0 4.18 122.125 -112 47 -12 b_quark 0 4.18 153.644 148 41 2
W+ 1 80.4 202.322 113 26 -145 W- 1 80.4 259.694 -184 39 160
b_quark 0 4.18 93.4102 80 2 -48 b_quark 0 4.18 156.561 -109 -102 -47
b_quark 0 4.18 148.706 8 -144 36 b_quark 0 4.18 117.42 -44 103 35
b_quark 0 4.18 145.748 -116 -5 88 b_quark 0 4.18 209.436 189 -69 -58
b_quark 0 4.18 173.676 -31 -129 112 b_quark 0 4.18 203.387 -50 185 -68
W+ 1 80.4 139.99 48 -70 -77 W- 1 80.4 251.74 -138 91 172
b_quark 0 4.18 148.914 -102 27 -105 b_quark 0 4.18 234.439 124 -52 192
b_quark 0 4.18 184.028 -148 -59 -92 b_quark 0 4.18 193.684 76 102 146
b_quark 0 4.18 100.992 35 -91 26 b_quark 0 4.18 56.4223 27 49 6
b_quark 0 4.18 164.604 114 -116 25 b_quark 0 4.18 264.65 -154 195 -91
W+ 1 80.4 167.559 10 -14 146 W- 1 80.4 136.825 74 -34 -75
b_quark 0 4.18 167.757 84 -138 45 b_quark 0 4.18 265.223 -126 231 -33
b_quark 0 4.18 115.393 15 73 88 b_quark 0 4.18 192.183 -14 -136 -135
